id	type	qualifier	systematic	gene	aliases	chromname	?	chrom#	from	to	strand				Notes
YKR090W	gene	?	YKR090W	PXL1	PXL1	chromosome 11		11	608945	611065	W				Protein that localizes to sites of polarized growth; required for selection and/or maintenance of polarized growth sites, may modulate signaling by the GTPases Cdc42p and Rho1p; contains LIM domains and has similarity to metazoan paxillin; relocalizes from bud neck to cytoplasm upon DNA replication stress
YKR091W	gene	?	YKR091W	SRL3	SRL3,DNA-binding protein SRL3,WHI7	chromosome 11		11	611524	612264	W				GTB motif (G1/S transcription factor binding) containing protein; binds SBF-regulated promoters in hydroxyurea-treated cells; when overexpressed, suppresses the lethality of a rad53 null mutation; potential Cdc28p substrate; SRL3 has a paralog, WHI5, that arose from the whole genome duplication
YKR092C	gene	?	YKR092C	SRP40	SRP40	chromosome 11		11	612664	613884	C				Nucleolar serine-rich protein; role in preribosome assembly or transport; may function as a chaperone of small nucleolar ribonucleoprotein particles (snoRNPs); immunologically and structurally to rat Nopp140
YKR093W	gene	?	YKR093W	PTR2	PTR2	chromosome 11		11	615729	617534	W				Integral membrane peptide transporter; mediates transport of di- and tri-peptides; conserved protein that contains 12 transmembrane domains; PTR2 expression is regulated by the N-end rule pathway via repression by Cup9p
YKR094C	gene	?	YKR094C	RPL40B	RPL40B,CEP52B,L40B,L40e,UB12,UBI2,ubiquitin-ribosomal 60S subunit protein L40B fusion protein	chromosome 11		11	617995	618749	C				Ubiquitin-ribosomal 60S subunit protein L40B fusion protein; cleaved to yield ubiquitin and ribosomal protein L40B; ubiquitin may facilitate assembly of the ribosomal protein into ribosomes; homologous to mammalian ribosomal protein L40, no bacterial homolog; RPL40B has a paralog, RPL40A, that arose from the whole genome duplication
YKR095W	gene	?	YKR095W	MLP1	MLP1,MPL1	chromosome 11		11	619804	625431	W				Myosin-like protein associated with the nuclear envelope; nuclear basket protein that connects the nuclear pore complex with the nuclear interior; involved with Tel1p in telomere length control; involved with Pml1p and Pml39p in nuclear retention of unspliced mRNAs; MLP1 has a paralog, MLP2, that arose from the whole genome duplication
YKR095W-A	gene	?	YKR095W-A	PCC1	PCC1	chromosome 11		11	625863	626204	W				Component of the EKC/KEOPS protein complex; EKC/KEOPS complex is required for t6A tRNA modification and telomeric TG1-3 recombination; may have role in transcription; other complex members are Kae1p, Gon7p, Bud32p, and Cgi121p
YKR096W	gene	?	YKR096W	ESL2	ESL2	chromosome 11		11	626792	630379	W				Protein of unknown function; interacts with Pex14p; may interact with ribosomes, based on co-purification experiments; green fluorescent protein (GFP)-fusion protein localizes to the nucleus and cytoplasm; predicted to contain a PINc domain; ESL2 has a paralog, ESL1, that arose from the whole genome duplication
YKR097W	gene	?	YKR097W	PCK1	PCK1,JPM2,PPC1,phosphoenolpyruvate carboxykinase PCK1	chromosome 11		11	631151	632800	W				Phosphoenolpyruvate carboxykinase; key enzyme in gluconeogenesis, catalyzes early reaction in carbohydrate biosynthesis, glucose represses transcription and accelerates mRNA degradation, regulated by Mcm1p and Cat8p, located in the cytosol
YKR098C	gene	?	YKR098C	UBP11	UBP11	chromosome 11		11	633025	635178	C				Ubiquitin-specific protease; cleaves ubiquitin from ubiquitinated proteins; UBP11 has a paralog, UBP7, that arose from the whole genome duplication
YKR099W	gene	?	YKR099W	BAS1	BAS1	chromosome 11		11	635850	638285	W				Myb-related transcription factor; involved in regulating basal and induced expression of genes of the purine and histidine biosynthesis pathways; also involved in regulation of meiotic recombination at specific genes
YKR100C	gene	?	YKR100C	SKG1	SKG1,YKR099C-A	chromosome 11		11	638900	639967	C				Transmembrane protein with a role in cell wall polymer composition; localizes on inner surface of plasma membrane at bud and in daughter cell; SKG1 has a paralog, AIM20, that arose from the whole genome duplication
YKR101W	gene	?	YKR101W	SIR1	SIR1	chromosome 11		11	640539	642503	W				Protein involved in silencing at mating-type loci HML and HMR; recruitment to silent chromatin requires interactions with Orc1p and with Sir4p, through a common Sir1p domain; binds to centromeric chromatin
YKR102W	gene	?	YKR102W	FLO10	FLO10	chromosome 11		11	646355	649864	W				Member of the FLO family of cell wall flocculation proteins; not expressed in most lab strains; overproduction induces flocculation that can be inhibited by mannose, sucrose, or glucose; overproduction also promotes haploid invasive growth and diploid filamentous growth
YKR103W	gene	?	YKR103W	NFT1	NFT1,putative multidrug transporter NFT1	chromosome 11		11	653079	656735	W				Putative transporter of the MRP subfamily; adjacent ORFs YKR103W and YKR104W are merged in different strain backgrounds; MRP stands for multidrug resistance-associated protein
YKR104W	gene	?	YKR104W	YKR104W	NFT1	chromosome 11		11	656835	657755	W				Putative transporter of the MRP subfamily; contains a stop codon in S288C; adjacent ORFs YKR103W and YKR104W are merged in different strain backgrounds; MRP stands for multidrug resistance-associated protein
YKR105C	gene	?	YKR105C	VBA5	VBA5	chromosome 11		11	658715	660463	C				Plasma membrane protein of the Major Facilitator Superfamily (MFS); involved in amino acid uptake and drug sensitivity; VBA5 has a paralog, VBA3, that arose from a segmental duplication
YKR106W	gene	?	YKR106W	GEX2	GEX2	chromosome 11		11	661441	663288	W				Proton:glutathione antiporter; localized to the vacuolar and plasma membranes; expressed at a very low level; potential role in resistance to oxidative stress and modulation of the PKA pathway; GEX2 has a paralog, GEX1, that arose from a segmental duplication
YLL067C	gene	?	YLL067C	YLL067C	Y' element ATP-dependent helicase	chromosome 12		12	584	4300	C				Putative Y' element ATP-dependent helicase
YLL067W-A	gene	?	YLL067W-A	YLL067W-A		chromosome 12		12	842	1324	W				Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps YLL067C
YLL066W-B	gene	?	YLL066W-B	YLL066W-B		chromosome 12		12	5604	5774	W				Putative protein of unknown function; overexpression causes a cell cycle delay or arrest
YLL066C	gene	?	YLL066C	YLL066C	Y' element ATP-dependent helicase	chromosome 12		12	6119	9835	C				Putative Y' element ATP-dependent helicase; YLL066C is not an essential gene
YLL066W-A	gene	?	YLL066W-A	YLL066W-A		chromosome 12		12	6485	6967	W				Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps the uncharacterized ORF YLL066C
YLL065W	gene	?	YLL065W	YLL065W	GIN11	chromosome 12		12	11725	12075	W				Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps chromosome XII telomeric element core sequences
YLL064C	gene	?	YLL064C	PAU18	PAU18,seripauperin PAU18	chromosome 12		12	13082	13444	C				Protein of unknown function; member of the seripauperin multigene family encoded mainly in subtelomeric regions; identical to Pau6p
YLL063C	gene	?	YLL063C	AYT1	AYT1	chromosome 12		12	14647	16071	C				Acetyltransferase; catalyzes trichothecene 3-O-acetylation, suggesting a possible role in trichothecene biosynthesis
YLL062C	gene	?	YLL062C	MHT1	MHT1	chromosome 12		12	16638	17612	C				S-methylmethionine-homocysteine methyltransferase; functions along with Sam4p in the conversion of S-adenosylmethionine (AdoMet) to methionine to control the methionine/AdoMet ratio
YLL061W	gene	?	YLL061W	MMP1	MMP1,S-methylmethionine permease MMP1	chromosome 12		12	17955	19706	W				High-affinity S-methylmethionine permease; required for utilization of S-methylmethionine as a sulfur source; has similarity to S-adenosylmethionine permease Sam3p
YLL060C	gene	?	YLL060C	GTT2	GTT2,glutathione transferase GTT2	chromosome 12		12	21137	21838	C				Glutathione S-transferase capable of homodimerization; functional overlap with Gtt2p, Grx1p, and Grx2p; protein abundance increases in response to DNA replication stress
YLL059C	gene	?	YLL059C	YLL059C		chromosome 12		12	22473	22979	C				Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data
YLL058W	gene	?	YLL058W	YLL058W	cystathionine gamma-synthase	chromosome 12		12	23568	25295	W				Putative protein of unknown function with similarity to Str2p; Str2p is a cystathionine gamma-synthase important in sulfur metabolism; YLL058W is not an essential gene
YLL057C	gene	?	YLL057C	JLP1	JLP1	chromosome 12		12	25755	26993	C				Fe(II)-dependent sulfonate/alpha-ketoglutarate dioxygenase; involved in sulfonate catabolism for use as a sulfur source; contains sequence that resembles a J domain (typified by the E. coli DnaJ protein); induced by sulphur starvation
YLL056C	gene	?	YLL056C	YLL056C		chromosome 12		12	27408	28304	C				Putative protein of unknown function; transcription is activated by paralogous transcription factors Yrm1p and Yrr1p and genes involved in pleiotropic drug resistance (PDR); expression is induced in cells treated with the mycotoxin patulin
YLL055W	gene	?	YLL055W	YCT1	YCT1	chromosome 12		12	30108	31703	W				High-affinity cysteine-specific transporter; has similarity to the Dal5p family of transporters; green fluorescent protein (GFP)-fusion protein localizes to the endoplasmic reticulum; YCT1 is not an essential gene
YLL054C	gene	?	YLL054C	YLL054C		chromosome 12		12	32672	35203	C				Putative protein of unknown function with similarity to Pip2p; an oleate-specific transcriptional activator of peroxisome proliferation; YLL054C is not an essential gene
YLL053C	gene	?	YLL053C	YLL053C		chromosome 12		12	35502	35960	C				Putative protein; in the Sigma 1278B strain background YLL053C is contiguous with AQY2 which encodes an aquaporin
YLL052C	gene	?	YLL052C	AQY2	AQY2	chromosome 12		12	35911	36360	C				Water channel that mediates water transport across cell membranes; only expressed in proliferating cells; controlled by osmotic signals; may be involved in freeze tolerance; disrupted by a stop codon in many S. cerevisiae strains
YLL051C	gene	?	YLL051C	FRE6	FRE6	chromosome 12		12	37332	39470	C				Putative ferric reductase with similarity to Fre2p; expression induced by low iron levels
YLL050C	gene	?	YLL050C	COF1	COF1,cofilin	chromosome 12		12	39803	40413	C				Cofilin, involved in pH-dependent actin filament depolarization; binds both actin monomers and filaments and severs filaments; involved in the selective sorting, export of the secretory cargo from the late golgi; genetically interacts with pmr1; thought to be regulated by phosphorylation at SER4; ubiquitous and essential in eukaryotes
YLL049W	gene	?	YLL049W	LDB18	LDB18	chromosome 12		12	40665	41204	W				Component of the dynactin complex; dynactin is required for dynein activity; null mutant exhibits defects in nuclear migration and spindle orientation and has reduced affinity for alcian blue dye; has homology to mammalian dynactin subunit p24
YLL048C	gene	?	YLL048C	YBT1	YBT1,BAT1,bile acid-transporting ATPase YBT1	chromosome 12		12	41279	46264	C				Transporter of the ATP-binding cassette (ABC) family; involved in bile acid transport; negative regulator of vacuole fusion; regulates release of lumenal Ca2+ stores; similar to mammalian bile transporters; YBT1 has a paralog, VMR1, that arose from the whole genome duplication
YLL047W	gene	?	YLL047W	YLL047W		chromosome 12		12	46671	47054	W				Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps verified gene RNP1
YLL046C	gene	?	YLL046C	RNP1	RNP1	chromosome 12		12	46713	47462	C				Ribonucleoprotein that contains two RNA recognition motifs (RRM); RNP1 has a paralog, SBP1, that arose from the whole genome duplication
YLL045C	gene	?	YLL045C	RPL8B	RPL8B,KRB1,L4B,L8B,L8e,SCL41,YL5,ribosomal 60S subunit protein L8B,rp6	chromosome 12		12	47858	48628	C				Ribosomal 60S subunit protein L8B; required for processing of 27SA3 pre-rRNA to 27SB pre-rRNA during assembly of large ribosomal subunit; depletion leads to a turnover of pre-rRNA; L8 binds to Domain I of 25S and 5.8 S rRNAs; mutation results in decreased amounts of free 60S subunits; homologous to mammalian ribosomal protein L7A, no bacterial homolog; RPL8B has a paralog, RPL8A, that arose from the whole genome duplication
YLL044W	gene	?	YLL044W	YLL044W		chromosome 12		12	48215	48661	W				Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; transcription of both YLL044W and the overlapping gene RPL8B is reduced in the gcr1 null mutant
YLL043W	gene	?	YLL043W	FPS1	FPS1	chromosome 12		12	49937	51946	W				Aquaglyceroporin, plasma membrane channel; involved in efflux of glycerol and xylitol, and in uptake of acetic acid and the trivalent metalloids arsenite and antimonite; role in mediating passive diffusion of glycerol is key factor in maintenance of redox balance; member of major intrinsic protein (MIP) family; phosphorylated by Hog1p MAPK under acetate stress; deletion improves xylose fermentation
YLL042C	gene	?	YLL042C	ATG10	ATG10,APG10	chromosome 12		12	52086	52589	C				Conserved E2-like conjugating enzyme; mediates formation of the Atg12p-Atg5p conjugate, which is a critical step in autophagy
YLL041C	gene	?	YLL041C	SDH2	SDH2,ACN17,SDHB,succinate dehydrogenase iron-sulfur protein subunit SDH2	chromosome 12		12	53130	53930	C				Iron-sulfur protein subunit of succinate dehydrogenase; the complex couples the oxidation of succinate to the transfer of electrons to ubiquinone as part of the TCA cycle and the mitochondrial respiratory chain; other members are Sdh1p, Sdh3p, and Sdh4p
YLL040C	gene	?	YLL040C	VPS13	VPS13,SOI1,VPT2,membrane morphogenesis protein VPS13	chromosome 12		12	54210	63644	C				Protein involved in prospore membrane morphogenesis; heterooligomeric or homooligomeric complex; peripherally associated with membranes; involved in sporulation, vacuolar protein sorting, prospore membrane formation during sporulatoin, and protein-Golgi retention; homologous to human CHAC and COH1 which are involved in chorea acanthocytosis and Cohen syndrome, respectively
YLL039C	gene	?	YLL039C	UBI4	UBI4,SCD2,UB14,ubiquitin	chromosome 12		12	64061	65206	C				Ubiquitin; becomes conjugated to proteins, marking them for selective degradation via the ubiquitin-26S proteasome system; essential for the cellular stress response; encoded as a polyubiquitin precursor comprised of 5 head-to-tail repeats; protein abundance increases in response to DNA replication stress
YLL038C	gene	?	YLL038C	ENT4	ENT4	chromosome 12		12	65774	66517	C				Protein of unknown function; contains an N-terminal epsin-like domain; proposed to be involved in the trafficking of Arn1p in the absence of ferrichrome
YLL037W	gene	?	YLL037W	YLL037W		chromosome 12		12	66561	66941	W				Dubious open reading frame unlikely to encode a functional protein; overlaps 3' end of essential PRP19 gene encoding an RNA splicing factor
YLL036C	gene	?	YLL036C	PRP19	PRP19,E3 ubiquitin-protein ligase PRP19,PSO4	chromosome 12		12	66744	68255	C				Splicing factor associated with the spliceosome; contains a U-box, a motif found in a class of ubiquitin ligases, and a WD40 domain; relocalizes to the cytosol in response to hypoxia
YLL035W	gene	?	YLL035W	GRC3	GRC3	chromosome 12		12	68579	70477	W				Polynucleotide kinase present on rDNA; required for efficient transcription termination by RNA polymerase I; functions with Las1p in a conserved mechanism to modulate rRNA processing and ribosome biogenesis; required for cell growth; mRNA is cell-cycle regulated
YLL034C	gene	?	YLL034C	RIX7	RIX7,putative AAA family ATPase RIX7	chromosome 12		12	70632	73145	C				Putative ATPase of the AAA family; required for export of pre-ribosomal large subunits from the nucleus; distributed between the nucleolus, nucleoplasm, and nuclear periphery depending on growth conditions
YLL033W	gene	?	YLL033W	IRC19	IRC19,GON2,RRG4	chromosome 12		12	73408	74100	W				Putative protein of unknown function; YLL033W is not an essential gene but mutant is defective in spore formation; null mutant displays increased levels of spontaneous Rad52p foci
YLL032C	gene	?	YLL032C	YLL032C		chromosome 12		12	74269	76746	C				Protein of unknown function; may interact with ribosomes, based on co-purification experiments; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YLL032C is not an essential gene
YLL031C	gene	?	YLL031C	GPI13	GPI13,MPC1	chromosome 12		12	77151	80204	C				ER membrane localized phosphoryltransferase; adds phosphoethanolamine onto the third mannose residue of the glycosylphosphatidylinositol (GPI) anchor precursor; similar to human PIG-O protein
YLL030C	gene	?	YLL030C	RRT7	RRT7	chromosome 12		12	80355	80696	C				Protein of unknown function; identified in a screen for mutants with increased levels of rDNA transcription; dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data
YLL029W	gene	?	YLL029W	FRA1	FRA1,RUP2	chromosome 12		12	81460	83709	W				Protein involved in negative regulation of iron regulon transcription; forms an iron independent complex with Fra2p, Grx3p, and Grx4p; cytosolic; mutant fails to repress transcription of iron regulon and is defective in spore formation
YLL028W	gene	?	YLL028W	TPO1	TPO1	chromosome 12		12	84803	86563	W				Polyamine transporter of the major facilitator superfamily; member of the 12-spanner drug:H(+) antiporter DHA1 family; recognizes spermine, putrescine, and spermidine; catalyzes uptake of polyamines at alkaline pH and excretion at acidic pH; during oxidative stress exports spermine, spermidine from the cell, which controls timing of expression of stress-responsive genes; phosphorylation enhances activity and sorting to the plasma membrane
YLL027W	gene	?	YLL027W	ISA1	ISA1	chromosome 12		12	87402	88154	W				Protein required for maturation of mitochondrial [4Fe-4S] proteins; functions in a complex with Isa2p and possibly Iba57p; isa1 deletion causes loss of mitochondrial DNA and respiratory deficiency; depletion reduces growth on nonfermentable carbon sources; functional ortholog of bacterial A-type ISC proteins
YLL026W	gene	?	YLL026W	HSP104	HSP104,chaperone ATPase HSP104	chromosome 12		12	88622	91348	W				Disaggregase; heat shock protein that cooperates with Ydj1p (Hsp40) and Ssa1p (Hsp70) to refold and reactivate previously denatured, aggregated proteins; responsive to stresses including: heat, ethanol, and sodium arsenite; involved in [PSI+] propagation; protein becomes more abundant and forms cytoplasmic foci in response to DNA replication stress; potentiated Hsp104p variants decrease TDP-43 proteotoxicity by eliminating its cytoplasmic aggregation
tP(UGG)L	tRNA_gene	?	tP(UGG)L	tP(UGG)L		chromosome 12		12	92547	92649	W				Proline tRNA (tRNA-Pro), predicted by tRNAscan-SE analysis; target of K. lactis zymocin
YLL025W	gene	?	YLL025W	PAU17	PAU17,seripauperin PAU17	chromosome 12		12	94746	95120	W				Protein of unknown function; member of the seripauperin multigene family encoded mainly in subtelomeric regions; YLL025W is not an essential gene
YLL024C	gene	?	YLL024C	SSA2	SSA2,Hsp70 family chaperone SSA2,YG102	chromosome 12		12	95565	97484	C				ATP-binding protein; involved in protein folding and vacuolar import of proteins; member of heat shock protein 70 (HSP70) family; associated with the chaperonin-containing T-complex; present in the cytoplasm, vacuolar membrane and cell wall; 98% identical with paralog Ssa1p, but subtle differences between the two proteins provide functional specificity with respect to propagation of yeast [URE3] prions and vacuolar-mediated degradations of gluconeogenesis enzymes
YLL023C	gene	?	YLL023C	POM33	POM33,nucleoporin POM33	chromosome 12		12	97996	98835	C				Transmembrane nucleoporin; involved in nuclear pore complex (NPC) distribution, assembly or stabilization; highly conserved across species, orthologous to human TMEM33 and paralogous to Per33p; protein abundance increases in response to DNA replication stress
YLL022C	gene	?	YLL022C	HIF1	HIF1	chromosome 12		12	99043	100200	C				Non-essential component of the HAT-B histone acetyltransferase complex; localized to the nucleus; has a role in telomeric silencing; other members are Hat1p and Hat2p
YLL021W	gene	?	YLL021W	SPA2	SPA2,FUS6,PEA1,PPF1	chromosome 12		12	100946	105346	W				Component of the polarisome; functions in actin cytoskeletal organization during polarized growth; acts as a scaffold for Mkk1p and Mpk1p cell wall integrity signaling components; potential Cdc28p substrate; coding sequence contains length polymorphisms in different strains; SPA2 has a paralog, SPH1, that arose from the whole genome duplication
YLL020C	gene	?	YLL020C	YLL020C		chromosome 12		12	105555	105860	C				Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene KNS1
YLL019C	gene	?	YLL019C	KNS1	KNS1,L124,serine/threonine protein kinase KNS1	chromosome 12		12	105685	107898	C				Protein kinase involved in negative regulation of PolIII transcription; effector kinase of the TOR signaling pathway and phosphorylates Rpc53p to regulate ribosome and tRNA biosynthesis; member of the LAMMER family of protein kinases, which are serine/threonine kinases also capable of phosphorylating tyrosine residues; capable of autophosphorylation
YLL019W-A	gene	?	YLL019W-A	YLL019W-A		chromosome 12		12	106907	106999	W				Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps the verified gene KNS1
YLL018C-A	gene	?	YLL018C-A	COX19	COX19	chromosome 12		12	108675	108971	C				Protein required for cytochrome c oxidase assembly; located in the cytosol and mitochondrial intermembrane space; putative copper metallochaperone that delivers copper to cytochrome c oxidase; contains twin cysteine-x9-cysteine motifs
YLL018C	gene	?	YLL018C	DPS1	DPS1,AspRS,aspartate--tRNA ligase DPS1	chromosome 12		12	109901	111574	C				Aspartyl-tRNA synthetase, primarily cytoplasmic; homodimeric enzyme that catalyzes the specific aspartylation of tRNA(Asp); class II aminoacyl tRNA synthetase; binding to its own mRNA may confer autoregulation; shares five highly conserved amino acids with human that when mutated cause leukoencephalopathy characterized by hypomyelination with brain stem and spinal cord involvement and leg spasticity (HBSL)
YLL015W	gene	?	YLL015W	BPT1	BPT1,ATP-binding cassette bilirubin transporter BPT1	chromosome 12		12	116431	121110	W				ABC type transmembrane transporter of MRP/CFTR family; found in vacuolar membrane, involved in the transport of unconjugated bilirubin and in heavy metal detoxification via glutathione conjugates, along with Ycf1p
YLL014W	gene	?	YLL014W	EMC6	EMC6	chromosome 12		12	121321	121647	W				Member of conserved ER transmembrane complex; required for efficient folding of proteins in the ER; null mutant displays induction of the unfolded protein response; homologous to worm F33D4.7/EMC-6, fly CG11781, human TMEM93
YLL013C	gene	?	YLL013C	PUF3	PUF3,mRNA-binding protein PUF3	chromosome 12		12	122074	124713	C				Protein of the mitochondrial outer surface; links the Arp2/3 complex with the mitochore during anterograde mitochondrial movement; also binds to and promotes degradation of mRNAs for select nuclear-encoded mitochondrial proteins
YLL012W	gene	?	YLL012W	YEH1	YEH1	chromosome 12		12	125533	127254	W				Steryl ester hydrolase; one of three gene products (Yeh1p, Yeh2p, Tgl1p) responsible for steryl ester hydrolase activity and involved in sterol homeostasis; localized to lipid particle membranes; YEH1 has a paralog, YEH2, that arose from the whole genome duplication
YLL011W	gene	?	YLL011W	SOF1	SOF1	chromosome 12		12	127522	128991	W				Protein required for biogenesis of 40S (small) ribosomal subunit; has similarity to the beta subunit of trimeric G-proteins and the splicing factor Prp4p; essential gene
YLL010C	gene	?	YLL010C	PSR1	PSR1	chromosome 12		12	129329	130612	C				Plasma membrane associated protein phosphatase; involved in the general stress response; required along with binding partner Whi2p for full activation of STRE-mediated gene expression, possibly through dephosphorylation of Msn2p; PSR1 has a paralog, PSR2, that arose from the whole genome duplication
YLL009C	gene	?	YLL009C	COX17	COX17,copper metallochaperone COX17	chromosome 12		12	131204	131413	C				Copper metallochaperone that transfers copper to Sco1p and Cox11p; eventual delivery to cytochrome c oxidase; contains twin cysteine-x9-cysteine motifs
YLL008W	gene	?	YLL008W	DRS1	DRS1	chromosome 12		12	131728	133986	W				Nucleolar DEAD-box protein required for ribosome assembly and function; including synthesis of 60S ribosomal subunits; constituent of 66S pre-ribosomal particles
YLL007C	gene	?	YLL007C	YLL007C		chromosome 12		12	134301	136298	C				Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YLL007C is not an essential gene
YLL006W-A	gene	?	YLL006W-A	YLL006W-A		chromosome 12		12	136344	136520	W				Putative protein of unknown function; identified by fungal homology and RT-PCR
YLL006W	gene	?	YLL006W	MMM1	MMM1,ERMES complex subunit MMM1,YME6	chromosome 12		12	136585	137865	W				ER integral membrane protein, ERMES complex subunit; ERMES links the ER to mitochondria and may promote inter-organellar calcium and phospholipid exchange as well as coordinating mitochondrial DNA replication and growth; required for mitophagy; ERMES complex is often co-localized with peroxisomes and with concentrated areas of pyruvate dehydrogenase
YLL005C	gene	?	YLL005C	SPO75	SPO75	chromosome 12		12	137939	140545	C				Meiosis-specific protein of unknown function; required for spore wall formation during sporulation; dispensable for both nuclear divisions during meiosis
YLL004W	gene	?	YLL004W	ORC3	ORC3,origin recognition complex subunit 3	chromosome 12		12	141072	142922	W				Subunit of the origin recognition complex (ORC); ORC directs DNA replication by binding to replication origins and is also involved in transcriptional silencing
YLL003W	gene	?	YLL003W	SFI1	SFI1	chromosome 12		12	143200	146040	W				Centrin (Cdc31p)-binding protein required for SPB duplication; localizes to the half-bridge of the spindle pole body (SPB); required for progression through G(2)-M transition; phosphorylated by Cdc28p-Clb2p and by Cdc5p; dephosphorylated by Cdc14p; has similarity to Xenopus laevis XCAP-C
YLL002W	gene	?	YLL002W	RTT109	RTT109,H3 histone acetyltransferase RTT109,KAT11,KIM2,REM50	chromosome 12		12	146290	147600	W				Histone acetyltransferase; critical for cell survival in the presence of DNA damage during S phase; prevents hyper-amplification of rDNA; acetylates H3-K56 and H3-K9; involved in non-homologous end joining and in regulation of Ty1 transposition; interacts physically with Vps75p
YLL001W	gene	?	YLL001W	DNM1	DNM1,dynamin-related GTPase DNM1	chromosome 12		12	147889	150162	W				Dynamin-related GTPase involved in mitochondrial organization; required for mitochondrial fission and morphology; assembles on the cytoplasmic face of mitochondrial tubules at sites at which division will occur; also participates in endocytosis and regulating peroxisome abundance
CEN12	centromere	?	CEN12	CEN12	CEN12	chromosome 12		12	150827	150946	C				Chromosome XII centromere
YLR001C	gene	?	YLR001C	YLR001C		chromosome 12		12	151388	153976	C				Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; predicted to be palmitoylated
YLR002C	gene	?	YLR002C	NOC3	NOC3	chromosome 12		12	154342	156333	C				Subunit of a nuclear complex with Noc2p and pre-replicative complexes; the Noc2p-Noc3p complex binds to 66S ribosomal precursors to mediate their maturation and intranuclear transport; binds to chromatin at active replication origins, and is required for pre-RC formation and maintenance during DNA replication licensing
YLR003C	gene	?	YLR003C	CMS1	CMS1	chromosome 12		12	156854	157729	C				Putative subunit of the 90S preribosome processome complex; overexpression rescues supressor mutant of mcm10; null mutant is viable; relocalizes from nucleus to cytoplasm upon DNA replication stress
YLR004C	gene	?	YLR004C	THI73	THI73	chromosome 12		12	157933	159504	C				Putative plasma membrane permease; proposed to be involved in carboxylic acid uptake and repressed by thiamine; substrate of Dbf2p/Mob1p kinase; transcription is altered if mitochondrial dysfunction occurs
YLR005W	gene	?	YLR005W	SSL1	SSL1,TFIIH/NER complex subunit SSL1	chromosome 12		12	160048	161433	W				Subunit of the core form of RNA polymerase transcription factor TFIIH; has both protein kinase and DNA-dependent ATPase/helicase activities; essential for transcription and nucleotide excision repair; interacts with Tfb4p
YLR006C	gene	?	YLR006C	SSK1	SSK1,mitogen-activated protein kinase kinase kinase SSK1	chromosome 12		12	161754	163892	C				Cytoplasmic phosphorelay intermediate osmosensor and regulator; part of a two-component signal transducer that mediates osmosensing via a phosphorelay mechanism; required for mitophagy; dephosphorylated form is degraded by the ubiquitin-proteasome system; potential Cdc28p substrate
YLR007W	gene	?	YLR007W	NSE1	NSE1	chromosome 12		12	164391	165401	W				Component of the SMC5-SMC6 complex; this complex plays a key role in the removal of X-shaped DNA structures that arise between sister chromatids during DNA replication and repair
YLR008C	gene	?	YLR008C	PAM18	PAM18,TIM14	chromosome 12		12	165576	166082	C				Subunit of the import motor (PAM complex); the PAM complex is a component of the Translocase of the Inner Mitochondrial membrane (TIM23 complex); essential J-protein cochaperone that stimulates Ssc1p ATPase activity to drive import; inhibited by Pam16p
YLR009W	gene	?	YLR009W	RLP24	RLP24	chromosome 12		12	166536	167135	W				Essential protein required for ribosomal large subunit biogenesis; associated with pre-60S ribosomal subunits; stimulates the ATPase activity of Afg2p, which is required for release of Rlp24p from the pre-60S particle; has similarity to Rpl24Ap and Rpl24Bp
YLR010C	gene	?	YLR010C	TEN1	TEN1	chromosome 12		12	167319	167801	C				Protein that regulates telomeric length; protects telomeric ends in a complex with Cdc13p and Stn1p; similar to human Ten1 which is critical for the telomeric function of the CST (Cdc13p-Stn1p-Ten1p) complex
tS(AGA)L	tRNA_gene	?	tS(AGA)L	tS(AGA)L		chromosome 12		12	167943	168024	C				Serine tRNA (tRNA-Ser), predicted by tRNAscan-SE analysis
YLR011W	gene	?	YLR011W	LOT6	LOT6	chromosome 12		12	169102	169677	W				FMN-dependent NAD(P)H:quinone reductase; role in apoptosis-like cell death; may be involved in quinone detoxification; expression elevated at low temperature; sequesters the Cin5p transcription factor in the cytoplasm in complex with the proteasome under reducing conditions
YLR012C	gene	?	YLR012C	YLR012C		chromosome 12		12	169981	170280	C				Putative protein of unknown function; YLR012C is not an essential gene
YLR013W	gene	?	YLR013W	GAT3	GAT3	chromosome 12		12	171338	171763	W				Protein containing GATA family zinc finger motifs; involved in spore wall assembly; sequence similarity to GAT4, and the double mutant gat3 gat4 exhibits reduced dityrosine fluorescence relative to the single mutants
